library,function,nfft,warmup,iterations,microseconds_per_iter
flutter_dspc,FFTStatic.rfft,32,200,4000,3.972000
flutter_dspc,FFTStatic.rfftMag,32,200,4000,1.724750
flutter_dspc,RfftPlan.execute,32,200,4000,1.620000
flutter_dspc,RfftPlan.executeSpec,32,200,4000,0.686000
flutter_dspc,FFTStatic.fft,32,200,4000,1.113500
flutter_dspc,CfftPlan.fft,32,200,4000,0.523000
fftea,fftea.realFft,32,200,4000,1.461000
flutter_dspc,FFTStatic.rfft,33,200,4000,0.719750
flutter_dspc,FFTStatic.rfftMag,33,200,4000,0.647500
flutter_dspc,RfftPlan.execute,33,200,4000,0.172500
flutter_dspc,RfftPlan.executeSpec,33,200,4000,0.321500
flutter_dspc,FFTStatic.fft,33,200,4000,0.637500
flutter_dspc,CfftPlan.fft,33,200,4000,0.270750
fftea,fftea.realFft,33,200,4000,2.481750
flutter_dspc,FFTStatic.rfft,34,200,4000,0.571500
flutter_dspc,FFTStatic.rfftMag,34,200,4000,0.582750
flutter_dspc,RfftPlan.execute,34,200,4000,0.249750
flutter_dspc,RfftPlan.executeSpec,34,200,4000,0.317500
flutter_dspc,FFTStatic.fft,34,200,4000,0.645250
flutter_dspc,CfftPlan.fft,34,200,4000,0.234500
fftea,fftea.realFft,34,200,4000,2.990000
flutter_dspc,FFTStatic.rfft,35,200,4000,0.503000
flutter_dspc,FFTStatic.rfftMag,35,200,4000,0.556250
flutter_dspc,RfftPlan.execute,35,200,4000,0.156250
flutter_dspc,RfftPlan.executeSpec,35,200,4000,0.248750
flutter_dspc,FFTStatic.fft,35,200,4000,0.576000
flutter_dspc,CfftPlan.fft,35,200,4000,0.147000
fftea,fftea.realFft,35,200,4000,1.262000
flutter_dspc,FFTStatic.rfft,36,200,4000,0.469500
flutter_dspc,FFTStatic.rfftMag,36,200,4000,0.517000
flutter_dspc,RfftPlan.execute,36,200,4000,0.122500
flutter_dspc,RfftPlan.executeSpec,36,200,4000,0.153000
flutter_dspc,FFTStatic.fft,36,200,4000,0.950000
flutter_dspc,CfftPlan.fft,36,200,4000,0.429750
fftea,fftea.realFft,36,200,4000,1.015250
flutter_dspc,FFTStatic.rfft,37,200,4000,0.976750
flutter_dspc,FFTStatic.rfftMag,37,200,4000,1.234750
flutter_dspc,RfftPlan.execute,37,200,4000,0.430250
flutter_dspc,RfftPlan.executeSpec,37,200,4000,0.351250
flutter_dspc,FFTStatic.fft,37,200,4000,0.908000
flutter_dspc,CfftPlan.fft,37,200,4000,0.566250
fftea,fftea.realFft,37,200,4000,1.876000
flutter_dspc,FFTStatic.rfft,38,200,4000,0.576500
flutter_dspc,FFTStatic.rfftMag,38,200,4000,0.588500
flutter_dspc,RfftPlan.execute,38,200,4000,0.249750
flutter_dspc,RfftPlan.executeSpec,38,200,4000,0.247000
flutter_dspc,FFTStatic.fft,38,200,4000,0.660250
flutter_dspc,CfftPlan.fft,38,200,4000,0.272500
fftea,fftea.realFft,38,200,4000,2.629500
flutter_dspc,FFTStatic.rfft,39,200,4000,0.582250
flutter_dspc,FFTStatic.rfftMag,39,200,4000,0.535750
flutter_dspc,RfftPlan.execute,39,200,4000,0.149250
flutter_dspc,RfftPlan.executeSpec,39,200,4000,0.207000
flutter_dspc,FFTStatic.fft,39,200,4000,0.637750
flutter_dspc,CfftPlan.fft,39,200,4000,0.234000
fftea,fftea.realFft,39,200,4000,1.921750
flutter_dspc,FFTStatic.rfft,40,200,4000,0.454500
flutter_dspc,FFTStatic.rfftMag,40,200,4000,0.473250
flutter_dspc,RfftPlan.execute,40,200,4000,0.098750
flutter_dspc,RfftPlan.executeSpec,40,200,4000,0.158250
flutter_dspc,FFTStatic.fft,40,200,4000,0.525250
flutter_dspc,CfftPlan.fft,40,200,4000,0.163000
fftea,fftea.realFft,40,200,4000,0.387500
flutter_dspc,FFTStatic.rfft,41,200,4000,0.786500
flutter_dspc,FFTStatic.rfftMag,41,200,4000,0.860500
flutter_dspc,RfftPlan.execute,41,200,4000,0.373250
flutter_dspc,RfftPlan.executeSpec,41,200,4000,0.444750
flutter_dspc,FFTStatic.fft,41,200,4000,1.059250
flutter_dspc,CfftPlan.fft,41,200,4000,0.609500
fftea,fftea.realFft,41,200,4000,2.194000
flutter_dspc,FFTStatic.rfft,42,200,4000,0.538250
flutter_dspc,FFTStatic.rfftMag,42,200,4000,0.557250
flutter_dspc,RfftPlan.execute,42,200,4000,0.178000
flutter_dspc,RfftPlan.executeSpec,42,200,4000,0.217000
flutter_dspc,FFTStatic.fft,42,200,4000,0.567500
flutter_dspc,CfftPlan.fft,42,200,4000,0.155250
fftea,fftea.realFft,42,200,4000,1.332250
flutter_dspc,FFTStatic.rfft,43,200,4000,0.845750
flutter_dspc,FFTStatic.rfftMag,43,200,4000,0.869500
flutter_dspc,RfftPlan.execute,43,200,4000,0.408500
flutter_dspc,RfftPlan.executeSpec,43,200,4000,0.462000
flutter_dspc,FFTStatic.fft,43,200,4000,1.112250
flutter_dspc,CfftPlan.fft,43,200,4000,0.677500
fftea,fftea.realFft,43,200,4000,3.549500
flutter_dspc,FFTStatic.rfft,44,200,4000,0.574250
flutter_dspc,FFTStatic.rfftMag,44,200,4000,0.537250
flutter_dspc,RfftPlan.execute,44,200,4000,0.162500
flutter_dspc,RfftPlan.executeSpec,44,200,4000,0.253250
flutter_dspc,FFTStatic.fft,44,200,4000,0.603250
flutter_dspc,CfftPlan.fft,44,200,4000,0.180500
fftea,fftea.realFft,44,200,4000,1.770250
flutter_dspc,FFTStatic.rfft,45,200,4000,0.499500
flutter_dspc,FFTStatic.rfftMag,45,200,4000,0.484250
flutter_dspc,RfftPlan.execute,45,200,4000,0.107250
flutter_dspc,RfftPlan.executeSpec,45,200,4000,0.161750
flutter_dspc,FFTStatic.fft,45,200,4000,0.574500
flutter_dspc,CfftPlan.fft,45,200,4000,0.212750
fftea,fftea.realFft,45,200,4000,0.439250
flutter_dspc,FFTStatic.rfft,46,200,4000,0.622750
flutter_dspc,FFTStatic.rfftMag,46,200,4000,0.618500
flutter_dspc,RfftPlan.execute,46,200,4000,0.225500
flutter_dspc,RfftPlan.executeSpec,46,200,4000,0.291750
flutter_dspc,FFTStatic.fft,46,200,4000,0.730750
flutter_dspc,CfftPlan.fft,46,200,4000,0.344500
fftea,fftea.realFft,46,200,4000,3.852750
flutter_dspc,FFTStatic.rfft,47,200,4000,0.915750
flutter_dspc,FFTStatic.rfftMag,47,200,4000,0.860000
flutter_dspc,RfftPlan.execute,47,200,4000,0.468000
flutter_dspc,RfftPlan.executeSpec,47,200,4000,0.561750
flutter_dspc,FFTStatic.fft,47,200,4000,1.221250
flutter_dspc,CfftPlan.fft,47,200,4000,0.839750
fftea,fftea.realFft,47,200,4000,3.710000
flutter_dspc,FFTStatic.rfft,48,200,4000,0.476500
flutter_dspc,FFTStatic.rfftMag,48,200,4000,0.494250
flutter_dspc,RfftPlan.execute,48,200,4000,0.118750
flutter_dspc,RfftPlan.executeSpec,48,200,4000,0.170250
flutter_dspc,FFTStatic.fft,48,200,4000,0.570250
flutter_dspc,CfftPlan.fft,48,200,4000,0.173750
fftea,fftea.realFft,48,200,4000,0.390750
flutter_dspc,FFTStatic.rfft,49,200,4000,0.604000
flutter_dspc,FFTStatic.rfftMag,49,200,4000,0.570750
flutter_dspc,RfftPlan.execute,49,200,4000,0.197000
flutter_dspc,RfftPlan.executeSpec,49,200,4000,0.308000
flutter_dspc,FFTStatic.fft,49,200,4000,0.571750
flutter_dspc,CfftPlan.fft,49,200,4000,0.192000
fftea,fftea.realFft,49,200,4000,2.324250
flutter_dspc,FFTStatic.rfft,50,200,4000,0.504000
flutter_dspc,FFTStatic.rfftMag,50,200,4000,0.544500
flutter_dspc,RfftPlan.execute,50,200,4000,0.118500
flutter_dspc,RfftPlan.executeSpec,50,200,4000,0.178750
flutter_dspc,FFTStatic.fft,50,200,4000,0.582500
flutter_dspc,CfftPlan.fft,50,200,4000,0.177500
fftea,fftea.realFft,50,200,4000,0.526000
flutter_dspc,FFTStatic.rfft,51,200,4000,0.636750
flutter_dspc,FFTStatic.rfftMag,51,200,4000,0.647500
flutter_dspc,RfftPlan.execute,51,200,4000,0.210250
flutter_dspc,RfftPlan.executeSpec,51,200,4000,0.258000
flutter_dspc,FFTStatic.fft,51,200,4000,0.760000
flutter_dspc,CfftPlan.fft,51,200,4000,0.280000
fftea,fftea.realFft,51,200,4000,3.162750
flutter_dspc,FFTStatic.rfft,52,200,4000,0.558500
flutter_dspc,FFTStatic.rfftMag,52,200,4000,0.593000
flutter_dspc,RfftPlan.execute,52,200,4000,0.172500
flutter_dspc,RfftPlan.executeSpec,52,200,4000,0.240000
flutter_dspc,FFTStatic.fft,52,200,4000,0.699000
flutter_dspc,CfftPlan.fft,52,200,4000,0.258500
fftea,fftea.realFft,52,200,4000,2.480750
flutter_dspc,FFTStatic.rfft,53,200,4000,0.994500
flutter_dspc,FFTStatic.rfftMag,53,200,4000,0.996250
flutter_dspc,RfftPlan.execute,53,200,4000,0.565750
flutter_dspc,RfftPlan.executeSpec,53,200,4000,0.653500
flutter_dspc,FFTStatic.fft,53,200,4000,1.418500
flutter_dspc,CfftPlan.fft,53,200,4000,0.999750
fftea,fftea.realFft,53,200,4000,4.454000
flutter_dspc,FFTStatic.rfft,54,200,4000,0.556750
flutter_dspc,FFTStatic.rfftMag,54,200,4000,0.610750
