library,function,nfft,warmup,iterations,microseconds_per_iter
flutter_dspc,FFTStatic.rfft,32,200,4000,2.423000
flutter_dspc,FFTStatic.rfftMag,32,200,4000,1.190000
flutter_dspc,RfftPlan.execute,32,200,4000,1.339500
flutter_dspc,RfftPlan.executeSpec,32,200,4000,0.524750
flutter_dspc,FFTStatic.fft,32,200,4000,1.033750
flutter_dspc,CfftPlan.fft,32,200,4000,0.436500
fftea,fftea.realFft,32,200,4000,1.373000
flutter_dspc,FFTStatic.rfft,36,200,4000,1.379250
flutter_dspc,FFTStatic.rfftMag,36,200,4000,0.770750
flutter_dspc,RfftPlan.execute,36,200,4000,0.596750
flutter_dspc,RfftPlan.executeSpec,36,200,4000,0.375750
flutter_dspc,FFTStatic.fft,36,200,4000,0.848750
flutter_dspc,CfftPlan.fft,36,200,4000,0.421750
fftea,fftea.realFft,36,200,4000,2.210250
flutter_dspc,FFTStatic.rfft,40,200,4000,0.618750
flutter_dspc,FFTStatic.rfftMag,40,200,4000,0.395250
flutter_dspc,RfftPlan.execute,40,200,4000,0.109750
flutter_dspc,RfftPlan.executeSpec,40,200,4000,0.118250
flutter_dspc,FFTStatic.fft,40,200,4000,0.568500
flutter_dspc,CfftPlan.fft,40,200,4000,0.149750
fftea,fftea.realFft,40,200,4000,0.916750
flutter_dspc,FFTStatic.rfft,48,200,4000,0.529000
flutter_dspc,FFTStatic.rfftMag,48,200,4000,0.440000
flutter_dspc,RfftPlan.execute,48,200,4000,0.132000
flutter_dspc,RfftPlan.executeSpec,48,200,4000,0.121000
flutter_dspc,FFTStatic.fft,48,200,4000,0.614250
flutter_dspc,CfftPlan.fft,48,200,4000,0.159750
fftea,fftea.realFft,48,200,4000,0.436250
flutter_dspc,FFTStatic.rfft,50,200,4000,0.505000
flutter_dspc,FFTStatic.rfftMag,50,200,4000,0.408250
flutter_dspc,RfftPlan.execute,50,200,4000,0.141000
flutter_dspc,RfftPlan.executeSpec,50,200,4000,0.114500
flutter_dspc,FFTStatic.fft,50,200,4000,0.637000
flutter_dspc,CfftPlan.fft,50,200,4000,0.240250
fftea,fftea.realFft,50,200,4000,0.518250
flutter_dspc,FFTStatic.rfft,54,200,4000,0.508000
flutter_dspc,FFTStatic.rfftMag,54,200,4000,0.461250
flutter_dspc,RfftPlan.execute,54,200,4000,0.142500
flutter_dspc,RfftPlan.executeSpec,54,200,4000,0.133250
flutter_dspc,FFTStatic.fft,54,200,4000,0.731750
flutter_dspc,CfftPlan.fft,54,200,4000,0.243750
fftea,fftea.realFft,54,200,4000,0.653250
flutter_dspc,FFTStatic.rfft,60,200,4000,0.544500
flutter_dspc,FFTStatic.rfftMag,60,200,4000,0.464250
flutter_dspc,RfftPlan.execute,60,200,4000,0.137250
flutter_dspc,RfftPlan.executeSpec,60,200,4000,0.150000
flutter_dspc,FFTStatic.fft,60,200,4000,0.684250
flutter_dspc,CfftPlan.fft,60,200,4000,0.195750
fftea,fftea.realFft,60,200,4000,0.616500
flutter_dspc,FFTStatic.rfft,64,200,4000,0.517500
flutter_dspc,FFTStatic.rfftMag,64,200,4000,0.489500
flutter_dspc,RfftPlan.execute,64,200,4000,0.147750
flutter_dspc,RfftPlan.executeSpec,64,200,4000,0.136250
flutter_dspc,FFTStatic.fft,64,200,4000,0.711250
flutter_dspc,CfftPlan.fft,64,200,4000,0.195000
fftea,fftea.realFft,64,200,4000,0.493750
flutter_dspc,FFTStatic.rfft,72,200,4000,0.560250
flutter_dspc,FFTStatic.rfftMag,72,200,4000,0.507000
