library,function,nfft,warmup,iterations,microseconds_per_iter
flutter_dspc,FFTStatic.rfft,32,200,4000,2.858500
flutter_dspc,FFTStatic.rfftMag,32,200,4000,1.774000
flutter_dspc,RfftPlan.execute,32,200,4000,1.445750
flutter_dspc,RfftPlan.executeSpec,32,200,4000,1.066750
flutter_dspc,FFTStatic.fft,32,200,4000,1.428000
flutter_dspc,CfftPlan.fft,32,200,4000,0.646500
fftea,fftea.realFft,32,200,4000,3.940750
flutter_dspc,FFTStatic.rfft,33,200,4000,1.208750
flutter_dspc,FFTStatic.rfftMag,33,200,4000,1.027250
flutter_dspc,RfftPlan.execute,33,200,4000,0.234250
flutter_dspc,RfftPlan.executeSpec,33,200,4000,0.346000
flutter_dspc,FFTStatic.fft,33,200,4000,1.209250
flutter_dspc,CfftPlan.fft,33,200,4000,0.361500
fftea,fftea.realFft,33,200,4000,2.308750
flutter_dspc,FFTStatic.rfft,34,200,4000,1.267750
flutter_dspc,FFTStatic.rfftMag,34,200,4000,0.924750
flutter_dspc,RfftPlan.execute,34,200,4000,0.373000
flutter_dspc,RfftPlan.executeSpec,34,200,4000,0.381500
flutter_dspc,FFTStatic.fft,34,200,4000,1.388000
flutter_dspc,CfftPlan.fft,34,200,4000,0.466000
fftea,fftea.realFft,34,200,4000,2.056000
flutter_dspc,FFTStatic.rfft,35,200,4000,1.063250
flutter_dspc,FFTStatic.rfftMag,35,200,4000,1.056000
flutter_dspc,RfftPlan.execute,35,200,4000,0.217750
flutter_dspc,RfftPlan.executeSpec,35,200,4000,0.319750
flutter_dspc,FFTStatic.fft,35,200,4000,1.243500
flutter_dspc,CfftPlan.fft,35,200,4000,0.242500
fftea,fftea.realFft,35,200,4000,0.996000
flutter_dspc,FFTStatic.rfft,36,200,4000,0.849750
flutter_dspc,FFTStatic.rfftMag,36,200,4000,0.961000
flutter_dspc,RfftPlan.execute,36,200,4000,0.258750
flutter_dspc,RfftPlan.executeSpec,36,200,4000,0.226500
flutter_dspc,FFTStatic.fft,36,200,4000,1.127750
flutter_dspc,CfftPlan.fft,36,200,4000,0.250500
fftea,fftea.realFft,36,200,4000,0.413250
flutter_dspc,FFTStatic.rfft,37,200,4000,1.569750
flutter_dspc,FFTStatic.rfftMag,37,200,4000,1.356750
flutter_dspc,RfftPlan.execute,37,200,4000,0.560250
flutter_dspc,RfftPlan.executeSpec,37,200,4000,0.649000
flutter_dspc,FFTStatic.fft,37,200,4000,1.827000
flutter_dspc,CfftPlan.fft,37,200,4000,0.797250
fftea,fftea.realFft,37,200,4000,2.571750
flutter_dspc,FFTStatic.rfft,38,200,4000,1.117000
flutter_dspc,FFTStatic.rfftMag,38,200,4000,1.026500
flutter_dspc,RfftPlan.execute,38,200,4000,0.315250
flutter_dspc,RfftPlan.executeSpec,38,200,4000,0.360750
flutter_dspc,FFTStatic.fft,38,200,4000,1.433750
flutter_dspc,CfftPlan.fft,38,200,4000,0.505000
fftea,fftea.realFft,38,200,4000,1.497750
flutter_dspc,FFTStatic.rfft,39,200,4000,1.081250
flutter_dspc,FFTStatic.rfftMag,39,200,4000,1.062750
flutter_dspc,RfftPlan.execute,39,200,4000,0.241250
flutter_dspc,RfftPlan.executeSpec,39,200,4000,0.293250
flutter_dspc,FFTStatic.fft,39,200,4000,1.432500
flutter_dspc,CfftPlan.fft,39,200,4000,0.412750
fftea,fftea.realFft,39,200,4000,1.161250
flutter_dspc,FFTStatic.rfft,40,200,4000,0.910500
flutter_dspc,FFTStatic.rfftMag,40,200,4000,0.887250
flutter_dspc,RfftPlan.execute,40,200,4000,0.163250
flutter_dspc,RfftPlan.executeSpec,40,200,4000,0.219000
flutter_dspc,FFTStatic.fft,40,200,4000,1.193250
flutter_dspc,CfftPlan.fft,40,200,4000,0.259000
fftea,fftea.realFft,40,200,4000,0.410750
flutter_dspc,FFTStatic.rfft,41,200,4000,1.809500
flutter_dspc,FFTStatic.rfftMag,41,200,4000,1.511750
flutter_dspc,RfftPlan.execute,41,200,4000,0.655250
flutter_dspc,RfftPlan.executeSpec,41,200,4000,0.720750
flutter_dspc,FFTStatic.fft,41,200,4000,2.187750
flutter_dspc,CfftPlan.fft,41,200,4000,0.944750
fftea,fftea.realFft,41,200,4000,2.870750
flutter_dspc,FFTStatic.rfft,42,200,4000,1.184750
flutter_dspc,FFTStatic.rfftMag,42,200,4000,0.984750
flutter_dspc,RfftPlan.execute,42,200,4000,0.236250
flutter_dspc,RfftPlan.executeSpec,42,200,4000,0.283250
flutter_dspc,FFTStatic.fft,42,200,4000,1.189250
flutter_dspc,CfftPlan.fft,42,200,4000,0.297000
fftea,fftea.realFft,42,200,4000,0.942500
flutter_dspc,FFTStatic.rfft,43,200,4000,1.587500
flutter_dspc,FFTStatic.rfftMag,43,200,4000,1.563750
flutter_dspc,RfftPlan.execute,43,200,4000,0.720750
flutter_dspc,RfftPlan.executeSpec,43,200,4000,0.772750
flutter_dspc,FFTStatic.fft,43,200,4000,2.065750
flutter_dspc,CfftPlan.fft,43,200,4000,1.005750
fftea,fftea.realFft,43,200,4000,4.358750
flutter_dspc,FFTStatic.rfft,44,200,4000,1.031000
flutter_dspc,FFTStatic.rfftMag,44,200,4000,0.961250
flutter_dspc,RfftPlan.execute,44,200,4000,0.262500
flutter_dspc,RfftPlan.executeSpec,44,200,4000,0.310250
flutter_dspc,FFTStatic.fft,44,200,4000,1.331500
flutter_dspc,CfftPlan.fft,44,200,4000,0.291750
fftea,fftea.realFft,44,200,4000,1.129750
flutter_dspc,FFTStatic.rfft,45,200,4000,1.274750
flutter_dspc,FFTStatic.rfftMag,45,200,4000,1.083500
flutter_dspc,RfftPlan.execute,45,200,4000,0.213500
flutter_dspc,RfftPlan.executeSpec,45,200,4000,0.284250
flutter_dspc,FFTStatic.fft,45,200,4000,1.437750
flutter_dspc,CfftPlan.fft,45,200,4000,0.334000
fftea,fftea.realFft,45,200,4000,0.441750
flutter_dspc,FFTStatic.rfft,46,200,4000,1.143250
flutter_dspc,FFTStatic.rfftMag,46,200,4000,1.100750
flutter_dspc,RfftPlan.execute,46,200,4000,0.376750
flutter_dspc,RfftPlan.executeSpec,46,200,4000,0.436500
flutter_dspc,FFTStatic.fft,46,200,4000,1.620000
flutter_dspc,CfftPlan.fft,46,200,4000,0.628500
fftea,fftea.realFft,46,200,4000,2.098750
flutter_dspc,FFTStatic.rfft,47,200,4000,1.721750
flutter_dspc,FFTStatic.rfftMag,47,200,4000,1.695250
flutter_dspc,RfftPlan.execute,47,200,4000,0.803500
flutter_dspc,RfftPlan.executeSpec,47,200,4000,0.852750
flutter_dspc,FFTStatic.fft,47,200,4000,2.311000
flutter_dspc,CfftPlan.fft,47,200,4000,1.181750
fftea,fftea.realFft,47,200,4000,4.608500
flutter_dspc,FFTStatic.rfft,48,200,4000,0.920750
flutter_dspc,FFTStatic.rfftMag,48,200,4000,0.846750
flutter_dspc,RfftPlan.execute,48,200,4000,0.182250
flutter_dspc,RfftPlan.executeSpec,48,200,4000,0.230250
flutter_dspc,FFTStatic.fft,48,200,4000,1.142750
flutter_dspc,CfftPlan.fft,48,200,4000,0.288500
fftea,fftea.realFft,48,200,4000,0.450750
flutter_dspc,FFTStatic.rfft,49,200,4000,1.267750
flutter_dspc,FFTStatic.rfftMag,49,200,4000,1.235500
flutter_dspc,RfftPlan.execute,49,200,4000,0.299250
flutter_dspc,RfftPlan.executeSpec,49,200,4000,0.350750
flutter_dspc,FFTStatic.fft,49,200,4000,1.411000
flutter_dspc,CfftPlan.fft,49,200,4000,0.311500
fftea,fftea.realFft,49,200,4000,1.471750
flutter_dspc,FFTStatic.rfft,50,200,4000,1.028500
flutter_dspc,FFTStatic.rfftMag,50,200,4000,0.994000
flutter_dspc,RfftPlan.execute,50,200,4000,0.185250
flutter_dspc,RfftPlan.executeSpec,50,200,4000,0.237250
flutter_dspc,FFTStatic.fft,50,200,4000,1.275000
flutter_dspc,CfftPlan.fft,50,200,4000,0.303750
fftea,fftea.realFft,50,200,4000,0.464750
flutter_dspc,FFTStatic.rfft,51,200,4000,1.245000
flutter_dspc,FFTStatic.rfftMag,51,200,4000,1.213000
flutter_dspc,RfftPlan.execute,51,200,4000,0.298000
flutter_dspc,RfftPlan.executeSpec,51,200,4000,0.342500
flutter_dspc,FFTStatic.fft,51,200,4000,1.618250
flutter_dspc,CfftPlan.fft,51,200,4000,0.500000
fftea,fftea.realFft,51,200,4000,1.606000
flutter_dspc,FFTStatic.rfft,52,200,4000,1.019750
flutter_dspc,FFTStatic.rfftMag,52,200,4000,0.993250
flutter_dspc,RfftPlan.execute,52,200,4000,0.276250
flutter_dspc,RfftPlan.executeSpec,52,200,4000,0.329000
flutter_dspc,FFTStatic.fft,52,200,4000,1.412250
flutter_dspc,CfftPlan.fft,52,200,4000,0.473250
fftea,fftea.realFft,52,200,4000,1.319250
flutter_dspc,FFTStatic.rfft,53,200,4000,1.805000
flutter_dspc,FFTStatic.rfftMag,53,200,4000,1.776250
flutter_dspc,RfftPlan.execute,53,200,4000,0.910750
flutter_dspc,RfftPlan.executeSpec,53,200,4000,0.935000
flutter_dspc,FFTStatic.fft,53,200,4000,2.396000
flutter_dspc,CfftPlan.fft,53,200,4000,1.258500
fftea,fftea.realFft,53,200,4000,4.548250
flutter_dspc,FFTStatic.rfft,54,200,4000,0.955500
flutter_dspc,FFTStatic.rfftMag,54,200,4000,0.950250
flutter_dspc,RfftPlan.execute,54,200,4000,0.191500
flutter_dspc,RfftPlan.executeSpec,54,200,4000,0.237500
flutter_dspc,FFTStatic.fft,54,200,4000,1.257000
flutter_dspc,CfftPlan.fft,54,200,4000,0.303750
fftea,fftea.realFft,54,200,4000,0.669000
flutter_dspc,FFTStatic.rfft,55,200,4000,1.259500
flutter_dspc,FFTStatic.rfftMag,55,200,4000,1.215250
flutter_dspc,RfftPlan.execute,55,200,4000,0.277750
flutter_dspc,RfftPlan.executeSpec,55,200,4000,0.319750
flutter_dspc,FFTStatic.fft,55,200,4000,1.443000
flutter_dspc,CfftPlan.fft,55,200,4000,0.336250
fftea,fftea.realFft,55,200,4000,1.247250
flutter_dspc,FFTStatic.rfft,56,200,4000,0.981750
flutter_dspc,FFTStatic.rfftMag,56,200,4000,0.912000
flutter_dspc,RfftPlan.execute,56,200,4000,0.234750
flutter_dspc,RfftPlan.executeSpec,56,200,4000,0.286500
flutter_dspc,FFTStatic.fft,56,200,4000,1.188000
flutter_dspc,CfftPlan.fft,56,200,4000,0.315000
fftea,fftea.realFft,56,200,4000,1.105250
flutter_dspc,FFTStatic.rfft,57,200,4000,1.803750
flutter_dspc,FFTStatic.rfftMag,57,200,4000,1.280000
flutter_dspc,RfftPlan.execute,57,200,4000,0.345250
flutter_dspc,RfftPlan.executeSpec,57,200,4000,0.418250
flutter_dspc,FFTStatic.fft,57,200,4000,2.033500
