library,function,nfft,warmup,iterations,microseconds_per_iter
flutter_dspc,FFTStatic.rfft,32,200,4000,2.688250
flutter_dspc,FFTStatic.rfftMag,32,200,4000,1.744250
flutter_dspc,RfftPlan.execute,32,200,4000,1.424000
flutter_dspc,RfftPlan.executeSpec,32,200,4000,1.322500
flutter_dspc,FFTStatic.fft,32,200,4000,1.385500
flutter_dspc,CfftPlan.fft,32,200,4000,0.408750
fftea,fftea.realFft,32,200,4000,4.876500
flutter_dspc,FFTStatic.rfft,64,200,4000,2.216250
flutter_dspc,FFTStatic.rfftMag,64,200,4000,1.136000
flutter_dspc,RfftPlan.execute,64,200,4000,0.887250
flutter_dspc,RfftPlan.executeSpec,64,200,4000,0.777000
flutter_dspc,FFTStatic.fft,64,200,4000,1.817750
flutter_dspc,CfftPlan.fft,64,200,4000,0.597500
fftea,fftea.realFft,64,200,4000,2.493750
flutter_dspc,FFTStatic.rfft,96,200,4000,1.057000
flutter_dspc,FFTStatic.rfftMag,96,200,4000,0.853500
flutter_dspc,RfftPlan.execute,96,200,4000,0.175750
flutter_dspc,RfftPlan.executeSpec,96,200,4000,0.189750
flutter_dspc,FFTStatic.fft,96,200,4000,1.751000
flutter_dspc,CfftPlan.fft,96,200,4000,0.336000
fftea,fftea.realFft,96,200,4000,1.719750
flutter_dspc,FFTStatic.rfft,128,200,4000,1.417000
flutter_dspc,FFTStatic.rfftMag,128,200,4000,1.006750
flutter_dspc,RfftPlan.execute,128,200,4000,0.215000
flutter_dspc,RfftPlan.executeSpec,128,200,4000,0.221000
flutter_dspc,FFTStatic.fft,128,200,4000,2.122250
flutter_dspc,CfftPlan.fft,128,200,4000,0.417750
fftea,fftea.realFft,128,200,4000,0.998500
flutter_dspc,FFTStatic.rfft,160,200,4000,1.421750
flutter_dspc,FFTStatic.rfftMag,160,200,4000,1.269750
flutter_dspc,RfftPlan.execute,160,200,4000,0.312250
flutter_dspc,RfftPlan.executeSpec,160,200,4000,0.352000
flutter_dspc,FFTStatic.fft,160,200,4000,2.564750
